restart,iteration,operator,current_cost,restart_best_cost,global_best_cost,temperature,pack_types_current,pack_types_best,shortage_units_best,overstock_units_best,elapsed_seconds
1,72750,reallocate,257231,257231,257231,7.90269e-13,600,600,0,18269,1213.29
1,73000,reallocate,257214,257214,257214,6.97388e-13,600,600,0,18266,1217.17
1,73250,reallocate,257214,257214,257214,6.15423e-13,600,600,0,18266,1221.03
1,73500,reallocate,257203,257203,257203,5.43092e-13,600,600,0,18265,1224.95
1,73750,reallocate,257168,257168,257168,4.79262e-13,600,600,0,18256,1228.92
1,74000,reallocate,257168,257168,257168,4.22934e-13,600,600,0,18256,1232.61
1,74250,reallocate,257119,257119,257119,3.73226e-13,600,600,0,18233,1236.53
1,74500,reallocate,257119,257119,257119,3.29361e-13,600,600,0,18233,1240.7
1,74750,reallocate,257119,257119,257119,2.90651e-13,600,600,0,18233,1244.78
1,75000,reallocate,257109,257109,257109,2.5649e-13,600,600,0,18228,1248.66
1,75250,reallocate,257076,257076,257076,2.26345e-13,600,600,0,18225,1252.61
1,75500,reallocate,256996,256996,256996,1.99743e-13,600,600,0,18212,1256.58
1,75750,reallocate,256878,256878,256878,1.76267e-13,600,600,0,18208,1260.67
1,76000,reallocate,256869,256869,256869,1.5555e-13,600,600,0,18198,1264.88
1,76250,reallocate,256842,256842,256842,1.37268e-13,600,600,0,18183,1268.73
1,76500,reallocate,256747,256747,256747,1.21135e-13,600,600,0,18172,1272.96
1,76750,reallocate,256747,256747,256747,1.06898e-13,600,600,0,18172,1276.95
1,77000,reallocate,256716,256716,256716,9.4334e-14,600,600,0,18158,1280.98
1,77250,reallocate,256592,256592,256592,8.32468e-14,600,600,0,18129,1285.16
1,77500,reallocate,256552,256552,256552,7.34628e-14,600,600,0,18124,1289.1
1,77750,reallocate,256526,256526,256526,6.48287e-14,600,600,0,18121,1292.92
1,78000,reallocate,256516,256516,256516,5.72093e-14,600,600,0,18119,1297.04
1,78250,reallocate,256510,256510,256510,5.04855e-14,600,600,0,18119,1301.03
1,78500,reallocate,256480,256480,256480,4.45519e-14,600,600,0,18125,1304.99
1,78750,reallocate,256448,256448,256448,3.93157e-14,600,600,0,18121,1309
1,79000,reallocate,256310,256310,256310,3.46949e-14,600,600,0,18105,1312.8
1,79250,reallocate,256286,256286,256286,3.06171e-14,600,600,0,18099,1316.81
1,79500,reallocate,256083,256083,256083,2.70187e-14,600,600,0,18095,1320.96
1,79750,reallocate,256083,256083,256083,2.38432e-14,600,600,0,18095,1325.36
1,80000,reallocate,256056,256056,256056,2.10409e-14,600,600,0,18095,1329.48
1,80250,reallocate,256020,256020,256020,1.85679e-14,600,600,0,18091,1333.8
1,80500,reallocate,256020,256020,256020,1.63856e-14,600,600,0,18091,1337.88
1,80750,reallocate,256020,256020,256020,1.44598e-14,600,600,0,18091,1342.2
1,81000,reallocate,255772,255772,255772,1.27603e-14,600,600,0,18080,1346.47
1,81250,reallocate,255745,255745,255745,1.12606e-14,600,600,0,18075,1350.67
1,81500,reallocate,255633,255633,255633,9.93714e-15,600,600,0,18061,1355.03
1,81750,reallocate,255612,255612,255612,8.76922e-15,600,600,0,18054,1359.17
1,82000,reallocate,255612,255612,255612,7.73857e-15,600,600,0,18054,1363.44
1,82250,reallocate,255612,255612,255612,6.82905e-15,600,600,0,18054,1367.36
1,82500,reallocate,255596,255596,255596,6.02642e-15,600,600,0,18052,1371.48
1,82750,reallocate,255559,255559,255559,5.31813e-15,600,600,0,18062,1375.69
1,83000,reallocate,255542,255542,255542,4.69309e-15,600,600,0,18056,1379.81
1,83250,reallocate,255530,255530,255530,4.14151e-15,600,600,0,18054,1384.01
1,83500,reallocate,255494,255494,255494,3.65475e-15,600,600,0,18050,1388.23
1,83750,reallocate,255390,255390,255390,3.22521e-15,600,600,0,18037,1392.57
1,84000,reallocate,255356,255356,255356,2.84615e-15,600,600,0,18036,1396.76
1,84250,reallocate,255315,255315,255315,2.51164e-15,600,600,0,18034,1401.01
1,84500,reallocate,255246,255246,255246,2.21644e-15,600,600,0,18029,1405.01
1,84750,reallocate,255201,255201,255201,1.95594e-15,600,600,0,18028,1409.38
1,85000,reallocate,255152,255152,255152,1.72606e-15,600,600,0,18021,1413.52
