restart,iteration,operator,current_cost,restart_best_cost,global_best_cost,temperature,pack_types_current,pack_types_best,shortage_units_best,overstock_units_best,elapsed_seconds
1,62000,reallocate,260258,260258,175471,1.7088e-10,600,600,0,18595,7149.39
1,62250,reallocate,260224,260224,175426,1.50796e-10,600,600,0,18588,7177.94
1,62500,reallocate,260175,260175,175409,1.33073e-10,600,600,0,18572,7206.59
1,62750,reallocate,260104,260104,175332,1.17433e-10,600,600,0,18557,7235.41
1,63000,reallocate,260062,260062,175332,1.03631e-10,600,600,0,18551,7262.53
1,63250,reallocate,260023,260023,175332,9.14512e-11,600,600,0,18548,7289.76
1,63500,reallocate,259942,259942,175304,8.07029e-11,600,600,0,18533,7317.66
1,63750,reallocate,259871,259871,175230,7.12178e-11,600,600,0,18541,7345.72
1,64000,reallocate,259868,259868,175176,6.28475e-11,600,600,0,18543,7373.35
1,64250,reallocate,259763,259763,175053,5.5461e-11,600,600,0,18530,7400.84
1,64500,reallocate,259763,259763,175053,4.89427e-11,600,600,0,18530,7421.44
1,64750,reallocate,259711,259711,174991,4.31904e-11,600,600,0,18518,7444.14
1,65000,reallocate,259515,259515,174985,3.81142e-11,600,600,0,18473,7471.43
1,65250,reallocate,259442,259442,174985,3.36346e-11,600,600,0,18470,7498.44
1,65500,reallocate,259295,259295,174971,2.96815e-11,600,600,0,18455,7519.77
1,65750,reallocate,259233,259233,174971,2.6193e-11,600,600,0,18446,7544.16
1,66000,reallocate,259109,259109,174971,2.31145e-11,600,600,0,18434,7553.92
1,66250,reallocate,259109,259109,174971,2.03979e-11,600,600,0,18434,7567.89
1,66500,reallocate,259098,259098,174971,1.80005e-11,600,600,0,18433,7586.28
1,66750,reallocate,259083,259083,174971,1.58849e-11,600,600,0,18468,7601.92
1,67000,reallocate,259043,259043,174971,1.40179e-11,600,600,0,18465,7620.37
1,67250,reallocate,259019,259019,174971,1.23704e-11,600,600,0,18453,7634.32
1,67500,reallocate,259006,259006,174971,1.09165e-11,600,600,0,18450,7652.22
1,67750,reallocate,258993,258993,174971,9.63346e-12,600,600,0,18450,7662.89
1,68000,reallocate,258812,258812,174971,8.50124e-12,600,600,0,18447,7674.47
1,68250,reallocate,258799,258799,174971,7.50208e-12,600,600,0,18435,7683.58
1,68500,reallocate,258742,258742,174971,6.62036e-12,600,600,0,18430,7698.09
1,68750,reallocate,258648,258648,174971,5.84226e-12,600,600,0,18435,7707.79
1,69000,reallocate,258640,258640,174971,5.15562e-12,600,600,0,18433,7717.17
1,69250,reallocate,258521,258521,174971,4.54967e-12,600,600,0,18419,7726.81
1,69500,reallocate,258328,258328,174971,4.01495e-12,600,600,0,18396,7734.52
1,69750,reallocate,258284,258284,174971,3.54307e-12,600,600,0,18389,7740.97
1,70000,reallocate,258273,258273,174971,3.12665e-12,600,600,0,18386,7750.53
1,70250,reallocate,258218,258218,174971,2.75917e-12,600,600,0,18375,7779.95
1,70500,reallocate,258136,258136,174936,2.43488e-12,600,600,0,18348,7809.11
1,70750,reallocate,258007,258007,174902,2.14871e-12,600,600,0,18334,7838.07
1,71000,reallocate,257941,257941,174902,1.89617e-12,600,600,0,18322,7866.66
1,71250,reallocate,257939,257939,174902,1.67331e-12,600,600,0,18316,7895.92
1,71500,reallocate,257937,257937,174885,1.47665e-12,600,600,0,18309,7924.54
1,71750,reallocate,257670,257670,174853,1.3031e-12,600,600,0,18293,7953.8
1,72000,reallocate,257656,257656,174802,1.14994e-12,600,600,0,18292,7982.93
1,72250,reallocate,257583,257583,174671,1.01479e-12,600,600,0,18292,8011.71
1,72500,reallocate,257245,257245,174646,8.9552e-13,600,600,0,18268,8041.14
1,72750,reallocate,257231,257231,174617,7.90269e-13,600,600,0,18269,8070.51
