pack_id,Amsterdam,Berlin,Brussels,Copenhagen,Helsinki,Madrid,Paris,Platform,Rome,Stockholm,Webshop
P295,0,0,1,2,0,0,1,0,0,0,0
P296,0,0,0,0,0,0,0,0,1,0,3
P297,1,3,1,1,1,0,0,0,2,2,2
P298,0,0,6,0,6,0,2,0,2,0,17
P299,0,1,0,1,1,0,0,1,2,0,0
P300,0,1,1,0,1,0,0,0,0,0,1
P301,0,1,0,0,0,0,1,0,0,0,0
P302,0,0,1,0,2,0,0,0,0,0,3
P303,0,0,1,0,1,1,1,0,0,0,0
P304,0,0,0,0,0,0,0,0,1,0,2
P305,0,0,0,1,0,0,0,0,0,0,8
P306,0,0,0,1,4,0,0,0,0,0,0
P307,0,1,0,2,0,0,0,0,0,0,0
P308,0,1,0,0,0,0,0,0,0,0,0
P309,0,0,0,1,0,1,0,0,0,1,0
P310,0,0,0,0,0,0,0,1,0,0,1
P311,2,0,0,0,0,0,0,0,0,0,0
P312,0,0,0,0,0,0,0,0,0,0,1
P313,1,0,0,0,0,1,1,0,0,0,1
P314,0,0,0,0,0,1,0,0,0,0,0
P315,0,0,2,1,1,0,0,0,0,0,0
P316,0,0,0,0,0,0,0,0,0,0,1
P317,1,0,0,0,0,0,0,1,0,2,0
P318,0,0,0,0,1,0,0,0,0,0,0
P319,0,0,0,1,0,0,0,0,0,0,0
P320,0,0,0,2,0,0,0,0,0,0,4
P321,0,0,0,0,0,0,0,1,0,0,0
P322,1,0,0,0,0,0,0,0,0,1,0
P323,0,0,0,0,2,0,0,0,0,1,2
P324,1,0,0,0,0,0,0,0,0,0,0
P325,0,0,0,0,1,1,0,0,0,0,0
P326,0,0,0,5,0,0,2,0,0,0,0
P327,0,0,1,0,0,0,1,0,0,0,0
P328,1,0,1,2,0,1,0,0,0,0,1
P329,0,0,0,0,2,0,0,1,0,0,0
P330,0,0,0,0,1,0,0,0,0,1,1
P331,0,0,0,0,0,0,1,0,0,0,2
P332,0,0,0,0,0,0,0,0,0,1,0
P333,2,0,2,0,0,0,0,0,3,1,0
P334,0,0,2,0,0,0,0,0,0,0,1
P335,0,0,0,0,0,0,2,0,0,2,0
P336,0,0,0,0,2,1,1,0,0,0,0
P337,0,0,1,0,0,0,0,1,0,0,0
P338,0,0,1,0,2,1,0,0,1,1,4
P339,1,0,0,0,0,0,1,0,1,0,0
P340,0,0,0,0,1,0,0,0,1,0,0
P341,0,0,0,0,0,1,0,0,0,0,3
